quadra;area_construida_vertical_2013;area_construida_vertical_2023;delta_pde
037015;8161.0;8161.0;0.0
037017;5633.0;24030.0;18397.0
037018;2077.0;2077.0;0.0
037019;27300.0;27300.0;0.0
037020;37437.0;37437.0;0.0
037021;45249.0;49055.0;3806.0
037022;38368.0;38368.0;0.0
037024;97041.0;97041.0;0.0
037025;86617.0;86649.0;32.0
037026;20928.0;20928.0;0.0
037027;1675.0;4731.0;3056.0
037029;5733.0;5906.0;173.0
037030;6281.0;15842.0;9561.0
037033;92222.0;92222.0;0.0
037034;1063.0;1063.0;0.0
037035;14719.0;14719.0;0.0
037036;88144.0;96483.0;8339.0
037037;26945.0;26945.0;0.0
037038;95530.0;95530.0;0.0
037039;49498.0;49498.0;0.0
037040;21260.0;65472.0;44212.0
037043;120504.0;120765.0;261.0
037044;7453.0;25623.0;18170.0
037045;30818.0;36887.0;6069.0
037047;22289.0;35203.0;12914.0
037050;13753.0;13753.0;0.0
037051;1207.0;1207.0;0.0
037052;12780.0;27744.0;14964.0
037056;16123.0;34960.0;18837.0
037057;720.0;720.0;0.0
037058;3151.0;3151.0;0.0
037059;14831.0;14831.0;0.0
037060;25220.0;25220.0;0.0
037062;544.0;544.0;0.0
037064;52696.0;52696.0;0.0
037066;600.0;600.0;0.0
037067;74820.0;74820.0;0.0
037068;8194.0;8287.0;93.0
037069;798.0;798.0;0.0
037070;1773.0;1773.0;0.0
037071;59231.0;72353.0;13122.0
037074;1675.0;1785.0;110.0
037075;1393.0;1393.0;0.0
037078;208.0;208.0;0.0
037081;3346.0;3346.0;0.0
037082;9821.0;9821.0;0.0
037083;61411.0;61411.0;0.0
037084;1212.0;1215.0;3.0
037089;45007.0;58919.0;13912.0
037093;51262.0;51276.0;14.0
037095;3297.0;3370.0;73.0
037097;1964.0;1964.0;0.0
037098;16201.0;16201.0;0.0
037099;1816.0;1816.0;0.0
037100;61944.0;62500.0;556.0
037101;15945.0;15945.0;0.0
037102;38711.0;38711.0;0.0
037103;72666.0;73156.0;490.0
038001;27324.0;27324.0;0.0
038002;32947.0;32947.0;0.0
038003;2988.0;2988.0;0.0
038006;5887.0;5887.0;0.0
038007;24437.0;24437.0;0.0
038009;40076.0;46996.0;6920.0
038010;8762.0;8780.0;18.0
038012;16831.0;16982.0;151.0
038014;2722.0;2722.0;0.0
038015;1486.0;1486.0;0.0
038016;2632.0;2632.0;0.0
038019;10433.0;10433.0;0.0
038020;2965.0;28219.0;25254.0
038021;227622.0;238102.0;10480.0
038022;20474.0;20474.0;0.0
038023;31263.0;35522.0;4259.0
038024;10774.0;10774.0;0.0
038025;13433.0;13444.0;11.0
038029;69316.0;69316.0;0.0
038030;3710.0;3807.0;97.0
038031;7619.0;7619.0;0.0
038032;33001.0;43660.0;10659.0
038033;101474.0;101485.0;11.0
038034;80236.0;80851.0;615.0
038035;48981.0;48981.0;0.0
038036;52479.0;52479.0;0.0
038038;9180.0;9230.0;50.0
038039;5166.0;5166.0;0.0
038040;2641.0;2641.0;0.0
038041;3745.0;3745.0;0.0
038042;4172.0;4172.0;0.0
038043;1596.0;8149.0;6553.0
038044;235569.0;270543.0;34974.0
038045;15540.0;15540.0;0.0
038046;9988.0;9988.0;0.0
038051;21313.0;21313.0;0.0
038053;27360.0;75077.0;47717.0
038054;32474.0;32757.0;283.0
038055;4604.0;4604.0;0.0
038057;1020.0;1066.0;46.0
038059;62146.0;80206.0;18060.0
038060;3279.0;3279.0;0.0
038061;3373.0;16730.0;13357.0
038062;664.0;664.0;0.0
038063;4804.0;4804.0;0.0
038065;1267.0;1524.0;257.0
038066;5696.0;5696.0;0.0
038067;450.0;450.0;0.0
038069;24938.0;35786.0;10848.0
038070;510.0;510.0;0.0
038071;3205.0;9157.0;5952.0
038072;5102.0;19702.0;14600.0
038073;23621.0;66007.0;42386.0
038074;28479.0;28485.0;6.0
038078;5798.0;5798.0;0.0
038079;3904.0;3904.0;0.0
038082;2642.0;2642.0;0.0
038083;17186.0;17186.0;0.0
038085;4050.0;13505.0;9455.0
038086;3057.0;3057.0;0.0
038087;794.0;794.0;0.0
038088;1577.0;22762.0;21185.0
038089;37091.0;37118.0;27.0
038090;3679.0;3679.0;0.0
038093;5498.0;5498.0;0.0
038095;2732.0;2732.0;0.0
038096;282.0;282.0;0.0
038097;4140.0;4140.0;0.0
038098;55047.0;55047.0;0.0
038101;4202.0;4202.0;0.0
038102;13671.0;13671.0;0.0
038103;12434.0;12434.0;0.0
038104;14569.0;14569.0;0.0
038105;2582.0;2582.0;0.0
038106;4695.0;4695.0;0.0
038112;14950.0;14950.0;0.0
038113;15943.0;34488.0;18545.0
038115;13206.0;13206.0;0.0
039010;5967.0;5967.0;0.0
039011;13537.0;13537.0;0.0
039013;3442.0;3442.0;0.0
039014;16324.0;16324.0;0.0
039015;7086.0;7086.0;0.0
039016;6639.0;6639.0;0.0
039019;326.0;326.0;0.0
039020;16118.0;31420.0;15302.0
039025;6136.0;39399.0;33263.0
039026;4625.0;5837.0;1212.0
039028;29377.0;39872.0;10495.0
039029;450.0;12944.0;12494.0
039030;8852.0;8852.0;0.0
039031;3269.0;3269.0;0.0
039033;999.0;999.0;0.0
039034;426.0;426.0;0.0
039036;374.0;374.0;0.0
039038;4152.0;4152.0;0.0
039039;2400.0;2400.0;0.0
039040;1591.0;31819.0;30228.0
039041;1647.0;10027.0;8380.0
039043;52367.0;62233.0;9866.0
039044;7366.0;7366.0;0.0
039045;1190.0;1190.0;0.0
039048;1112.0;1112.0;0.0
039071;61619.0;62019.0;400.0
039072;3860.0;3860.0;0.0
039073;12157.0;12157.0;0.0
039074;13234.0;13265.0;31.0
039075;2496.0;2496.0;0.0
039076;30803.0;30803.0;0.0
039077;55074.0;55074.0;0.0
039079;80713.0;80714.0;1.0
039080;57318.0;63491.0;6173.0
039081;1386.0;1386.0;0.0
039082;15178.0;66685.0;51507.0
039084;1059.0;1059.0;0.0
039137;9799.0;9799.0;0.0
039139;2767.0;3920.0;1153.0
039140;884.0;884.0;0.0
039144;12296.0;12296.0;0.0
039145;92458.0;97802.0;5344.0
039150;2113.0;2113.0;0.0
039158;137138.0;171812.0;34674.0
039159;19262.0;55560.0;36298.0
039160;15839.0;27851.0;12012.0
039161;24406.0;24406.0;0.0
039163;24020.0;24020.0;0.0
039164;25834.0;35124.0;9290.0
039165;24214.0;24214.0;0.0
039166;18696.0;18696.0;0.0
039167;11267.0;11267.0;0.0
039168;33588.0;38880.0;5292.0
039169;37192.0;46639.0;9447.0
039170;44358.0;44358.0;0.0
039171;35129.0;35129.0;0.0
039172;7878.0;13969.0;6091.0
039173;19264.0;19264.0;0.0
039174;53083.0;53083.0;0.0
039175;43105.0;43105.0;0.0
039177;46091.0;46091.0;0.0
039178;51773.0;51773.0;0.0
039179;28567.0;28567.0;0.0
039180;56541.0;65139.0;8598.0
039181;25026.0;25026.0;0.0
039182;6532.0;6532.0;0.0
039183;16575.0;16575.0;0.0
039184;6974.0;6974.0;0.0
039185;14377.0;14377.0;0.0
039186;50607.0;50607.0;0.0
039187;19310.0;37073.0;17763.0
039188;26522.0;26522.0;0.0
039189;4738.0;14592.0;9854.0
039191;13156.0;13156.0;0.0
040001;1499.0;1499.0;0.0
040002;11367.0;16522.0;5155.0
040003;23080.0;23080.0;0.0
040004;4474.0;14722.0;10248.0
040009;291.0;291.0;0.0
040010;16612.0;63047.0;46435.0
040011;3588.0;17282.0;13694.0
040012;24770.0;24950.0;180.0
040013;22859.0;22859.0;0.0
040022;7249.0;7249.0;0.0
040023;260.0;260.0;0.0
040025;96021.0;96021.0;0.0
040026;3264.0;3264.0;0.0
040027;5923.0;5923.0;0.0
040028;1164.0;1164.0;0.0
040031;815.0;815.0;0.0
040032;4689.0;4689.0;0.0
040040;959.0;15185.0;14226.0
040042;340.0;340.0;0.0
040043;37496.0;37496.0;0.0
040044;13455.0;13455.0;0.0
040045;468.0;468.0;0.0
040046;150.0;150.0;0.0
040050;21041.0;21069.0;28.0
040051;38441.0;38464.0;23.0
040052;71298.0;71298.0;0.0
040053;12248.0;12248.0;0.0
040056;416.0;416.0;0.0
040057;26544.0;26544.0;0.0
040058;12112.0;26042.0;13930.0
040060;79546.0;79546.0;0.0
040062;1296.0;1296.0;0.0
040063;2005.0;2005.0;0.0
040067;26575.0;26575.0;0.0
040068;7264.0;7264.0;0.0
040070;19611.0;19612.0;1.0
040071;345.0;345.0;0.0
040074;15002.0;15002.0;0.0
040076;3481.0;3481.0;0.0
040077;12382.0;12382.0;0.0
040078;13080.0;13080.0;0.0
040079;41289.0;41289.0;0.0
040080;25438.0;25438.0;0.0
040081;33325.0;33546.0;221.0
040082;12773.0;12773.0;0.0
040086;2518.0;2518.0;0.0
040089;9972.0;18569.0;8597.0
040090;14404.0;14404.0;0.0
040091;1461.0;1461.0;0.0
040092;7687.0;7687.0;0.0
040094;155.0;155.0;0.0
040097;8405.0;8405.0;0.0
040098;15124.0;15595.0;471.0
040099;50005.0;50005.0;0.0
040100;2354.0;2354.0;0.0
040101;6360.0;6360.0;0.0
040102;7822.0;7822.0;0.0
040107;4002.0;4002.0;0.0
040109;720.0;7610.0;6890.0
040110;177.0;177.0;0.0
040112;1357.0;10228.0;8871.0
040113;1762.0;1762.0;0.0
040114;3423.0;3423.0;0.0
040118;1367.0;1367.0;0.0
040120;24492.0;24492.0;0.0
040122;25687.0;25687.0;0.0
040124;852.0;1019.0;167.0
040129;64728.0;64728.0;0.0
040130;39089.0;39729.0;640.0
040132;1845.0;1863.0;18.0
040133;680.0;680.0;0.0
040135;9562.0;9562.0;0.0
040136;2153.0;2153.0;0.0
040137;594.0;594.0;0.0
040138;1259.0;1259.0;0.0
040141;850.0;960.0;110.0
040145;1279.0;1279.0;0.0
040148;498.0;498.0;0.0
040150;6040.0;6040.0;0.0
040151;480.0;480.0;0.0
040153;408.0;408.0;0.0
040155;5496.0;5496.0;0.0
040156;5634.0;5634.0;0.0
040161;12403.0;12403.0;0.0
040162;983.0;983.0;0.0
040163;4188.0;4208.0;20.0
040166;6320.0;6320.0;0.0
040170;1272.0;1272.0;0.0
040173;245.0;245.0;0.0
040177;354.0;354.0;0.0
040178;7096.0;7096.0;0.0
040180;4299.0;5153.0;854.0
040185;4246.0;4246.0;0.0
040188;6934.0;6934.0;0.0
040189;1372.0;1372.0;0.0
040190;6130.0;6130.0;0.0
040192;186.0;186.0;0.0
040193;214.0;214.0;0.0
040198;280.0;280.0;0.0
040199;805.0;805.0;0.0
040200;10317.0;10317.0;0.0
040204;525.0;525.0;0.0
040215;1602.0;1602.0;0.0
040216;1852.0;1852.0;0.0
040217;2208.0;2208.0;0.0
041001;40573.0;40573.0;0.0
041002;38442.0;38442.0;0.0
041003;23312.0;23312.0;0.0
041005;46274.0;49248.0;2974.0
041006;51986.0;58546.0;6560.0
041007;31698.0;33968.0;2270.0
041008;29985.0;29985.0;0.0
041009;47361.0;47361.0;0.0
041010;36929.0;36929.0;0.0
041011;32680.0;32680.0;0.0
041012;39975.0;39975.0;0.0
041013;41597.0;41597.0;0.0
041014;35724.0;36703.0;979.0
041015;38083.0;38083.0;0.0
041016;38196.0;38196.0;0.0
041017;32228.0;32228.0;0.0
041018;8804.0;8804.0;0.0
041020;10086.0;10086.0;0.0
041029;88654.0;88725.0;71.0
041030;426.0;9870.0;9444.0
041031;24659.0;24659.0;0.0
041033;42099.0;42099.0;0.0
041034;29685.0;29685.0;0.0
041035;1766.0;17652.0;15886.0
041038;132982.0;142469.0;9487.0
041051;15950.0;15950.0;0.0
041053;23564.0;23784.0;220.0
041054;1889.0;1889.0;0.0
041056;28247.0;28247.0;0.0
041057;25242.0;25242.0;0.0
041058;32018.0;32018.0;0.0
041060;22954.0;22954.0;0.0
041061;45552.0;45552.0;0.0
041062;46415.0;46415.0;0.0
041064;43782.0;43782.0;0.0
041065;43849.0;43849.0;0.0
041075;1077.0;1077.0;0.0
041077;10678.0;10678.0;0.0
041078;66445.0;66445.0;0.0
041079;70987.0;70987.0;0.0
041080;36014.0;36014.0;0.0
041081;8197.0;8197.0;0.0
041082;46654.0;46654.0;0.0
041083;21083.0;21083.0;0.0
041084;13305.0;13305.0;0.0
041085;12106.0;12106.0;0.0
041086;37730.0;37733.0;3.0
041087;38957.0;38957.0;0.0
041088;43028.0;43061.0;33.0
041089;38020.0;38020.0;0.0
041090;13814.0;14147.0;333.0
041091;4535.0;4535.0;0.0
041094;56319.0;56388.0;69.0
041095;41382.0;49578.0;8196.0
041096;70513.0;70513.0;0.0
041097;127317.0;127317.0;0.0
041098;52533.0;52533.0;0.0
041099;44922.0;44922.0;0.0
041100;22578.0;22578.0;0.0
041102;22354.0;26591.0;4237.0
041103;25477.0;25477.0;0.0
041104;8136.0;8136.0;0.0
041110;1566.0;10666.0;9100.0
041111;58697.0;58697.0;0.0
041112;43151.0;43151.0;0.0
041113;43869.0;43869.0;0.0
041115;115273.0;115273.0;0.0
041116;37428.0;44849.0;7421.0
041117;64239.0;64239.0;0.0
041118;34264.0;34299.0;35.0
041119;57130.0;57130.0;0.0
041120;22079.0;22079.0;0.0
041121;4254.0;4254.0;0.0
041122;53452.0;66497.0;13045.0
041123;17364.0;17364.0;0.0
041124;19090.0;19090.0;0.0
041125;16338.0;31562.0;15224.0
041126;13216.0;18824.0;5608.0
041127;21611.0;21611.0;0.0
041129;8412.0;15904.0;7492.0
041130;3346.0;3346.0;0.0
041131;873.0;873.0;0.0
041132;68793.0;72608.0;3815.0
041133;46274.0;46274.0;0.0
041136;35073.0;35073.0;0.0
041137;40827.0;40827.0;0.0
041138;117432.0;117432.0;0.0
041139;35041.0;50314.0;15273.0
041140;39570.0;47914.0;8344.0
041141;59392.0;59392.0;0.0
041142;46252.0;46252.0;0.0
041143;53077.0;53077.0;0.0
041144;13530.0;14002.0;472.0
041147;14433.0;14433.0;0.0
041148;21975.0;21975.0;0.0
041149;23931.0;23931.0;0.0
041150;7201.0;18406.0;11205.0
041151;22797.0;22797.0;0.0
041152;155514.0;155514.0;0.0
041157;5022.0;5022.0;0.0
041158;5670.0;5670.0;0.0
041159;14122.0;14122.0;0.0
041160;49610.0;59058.0;9448.0
041161;64191.0;64191.0;0.0
041162;58993.0;63929.0;4936.0
041163;65761.0;65791.0;30.0
041164;18783.0;18783.0;0.0
041165;12154.0;12154.0;0.0
041166;264797.0;264797.0;0.0
041167;37409.0;37409.0;0.0
041168;31270.0;31270.0;0.0
041169;11132.0;11132.0;0.0
041170;16624.0;25391.0;8767.0
041171;20313.0;32121.0;11808.0
041172;4200.0;4200.0;0.0
041178;23970.0;23970.0;0.0
041179;5308.0;18579.0;13271.0
041182;7794.0;7794.0;0.0
041183;16126.0;16126.0;0.0
041184;26996.0;43633.0;16637.0
041185;45645.0;45652.0;7.0
041186;41222.0;46958.0;5736.0
041187;74832.0;74832.0;0.0
041188;25294.0;37252.0;11958.0
041189;22563.0;22728.0;165.0
041190;29246.0;32816.0;3570.0
041191;19537.0;19537.0;0.0
041204;21218.0;21218.0;0.0
041206;47978.0;47978.0;0.0
041207;4810.0;4810.0;0.0
041208;26527.0;26527.0;0.0
041209;13647.0;35079.0;21432.0
041210;17084.0;17084.0;0.0
041211;19437.0;19437.0;0.0
041212;19802.0;19802.0;0.0
041213;54070.0;54070.0;0.0
041222;1596.0;1596.0;0.0
041225;5904.0;11241.0;5337.0
041228;8346.0;21587.0;13241.0
041229;4020.0;4020.0;0.0
041230;9064.0;30260.0;21196.0
041237;10532.0;10532.0;0.0
041240;442.0;10003.0;9561.0
041245;539.0;627.0;88.0
041249;10950.0;10950.0;0.0
041250;8050.0;8050.0;0.0
041256;77746.0;77808.0;62.0
041260;2790.0;2790.0;0.0
041261;24980.0;24980.0;0.0
041262;16126.0;16126.0;0.0
041265;10670.0;13125.0;2455.0
041273;3054.0;3054.0;0.0
041280;37512.0;43254.0;5742.0
041281;805.0;805.0;0.0
041282;5883.0;22026.0;16143.0
041284;11141.0;11141.0;0.0
041285;7800.0;7936.0;136.0
041286;40958.0;40958.0;0.0
041287;37353.0;37353.0;0.0
041288;56060.0;56060.0;0.0
041291;70714.0;70714.0;0.0
041292;43356.0;43356.0;0.0
042001;33176.0;34884.0;1708.0
042007;5094.0;5094.0;0.0
042008;39048.0;39048.0;0.0
042010;9637.0;9637.0;0.0
042011;81527.0;82071.0;544.0
042012;55169.0;67851.0;12682.0
042013;63620.0;94851.0;31231.0
042014;17337.0;31640.0;14303.0
042015;16106.0;16106.0;0.0
042016;20534.0;20534.0;0.0
042017;14033.0;32476.0;18443.0
042018;9083.0;34929.0;25846.0
042019;37745.0;37817.0;72.0
042020;18177.0;18186.0;9.0
042021;11502.0;11502.0;0.0
042022;11634.0;11634.0;0.0
042023;9678.0;9678.0;0.0
042024;2126.0;2126.0;0.0
042028;18400.0;18400.0;0.0
042029;13616.0;13616.0;0.0
042031;14492.0;14492.0;0.0
042032;36012.0;36012.0;0.0
042033;9908.0;9930.0;22.0
042034;15661.0;34092.0;18431.0
042036;925.0;925.0;0.0
042037;1764.0;1764.0;0.0
042040;60411.0;60411.0;0.0
042042;4594.0;17856.0;13262.0
042043;18038.0;18118.0;80.0
042044;18354.0;18354.0;0.0
042045;44645.0;44646.0;1.0
042046;7637.0;7637.0;0.0
042047;5118.0;5118.0;0.0
042048;55763.0;55823.0;60.0
042049;1956.0;1956.0;0.0
042050;368.0;368.0;0.0
042051;1534.0;1534.0;0.0
042052;18927.0;19189.0;262.0
042054;3822.0;10987.0;7165.0
042055;26689.0;26689.0;0.0
042057;388.0;388.0;0.0
042059;9370.0;17498.0;8128.0
042062;840.0;840.0;0.0
042065;63357.0;63409.0;52.0
042067;21950.0;21950.0;0.0
042070;13634.0;13634.0;0.0
042071;10902.0;10902.0;0.0
042075;17177.0;17177.0;0.0
042076;7064.0;7064.0;0.0
042079;2886.0;9085.0;6199.0
042080;18574.0;26025.0;7451.0
042082;9640.0;17856.0;8216.0
042083;251.0;251.0;0.0
042084;27424.0;27424.0;0.0
042085;283.0;23807.0;23524.0
042086;4437.0;4437.0;0.0
042088;400.0;400.0;0.0
042089;693.0;693.0;0.0
042092;3756.0;4596.0;840.0
042095;13454.0;13454.0;0.0
042097;7855.0;7855.0;0.0
042100;9304.0;9304.0;0.0
042101;8314.0;8314.0;0.0
042103;2540.0;2540.0;0.0
042106;13119.0;13119.0;0.0
042107;24524.0;32936.0;8412.0
042108;32120.0;32120.0;0.0
042109;673.0;673.0;0.0
042110;280.0;280.0;0.0
042111;1175.0;1175.0;0.0
042112;1184.0;9877.0;8693.0
042113;8372.0;9334.0;962.0
042115;36403.0;36403.0;0.0
042116;4781.0;34860.0;30079.0
042118;420.0;9906.0;9486.0
042125;71664.0;71664.0;0.0
042126;65427.0;65427.0;0.0
042127;9607.0;9607.0;0.0
042128;17260.0;17260.0;0.0
042129;4188.0;4188.0;0.0
042131;24376.0;24376.0;0.0
042132;41992.0;41992.0;0.0
042133;11161.0;11161.0;0.0
042134;44467.0;54612.0;10145.0
042135;42167.0;49886.0;7719.0
042138;13976.0;13976.0;0.0
042139;15138.0;30897.0;15759.0
042141;1020.0;1020.0;0.0
042142;5789.0;5789.0;0.0
042144;99148.0;110115.0;10967.0
042145;882.0;882.0;0.0
042148;28175.0;28175.0;0.0
042149;13021.0;13021.0;0.0
042150;1976.0;1976.0;0.0
042151;400.0;400.0;0.0
042153;338.0;338.0;0.0
042154;5172.0;5172.0;0.0
042155;564.0;564.0;0.0
042156;3331.0;3331.0;0.0
042157;4276.0;4276.0;0.0
042158;1156.0;6522.0;5366.0
042159;8517.0;8538.0;21.0
042160;4448.0;4448.0;0.0
042161;11536.0;11536.0;0.0
042162;10412.0;10412.0;0.0
042164;49198.0;49539.0;341.0
042165;50021.0;50021.0;0.0
042167;31912.0;31912.0;0.0
042168;5238.0;5238.0;0.0
042169;582.0;582.0;0.0
042170;5238.0;5238.0;0.0
042171;2985.0;2985.0;0.0
042174;3060.0;3060.0;0.0
042175;6552.0;6552.0;0.0
042176;2910.0;2910.0;0.0
042183;7952.0;7952.0;0.0
042185;5301.0;26338.0;21037.0
042195;5194.0;5194.0;0.0
042196;48568.0;48568.0;0.0
042198;3111.0;3111.0;0.0
042200;20807.0;20807.0;0.0
042201;35931.0;36625.0;694.0
042202;5148.0;19038.0;13890.0
042203;2234.0;2234.0;0.0
042204;12504.0;12504.0;0.0
042205;7189.0;7189.0;0.0
042206;22743.0;22743.0;0.0
042208;1237.0;1237.0;0.0
043009;341.0;341.0;0.0
043010;550.0;550.0;0.0
043011;1020.0;7504.0;6484.0
043012;378.0;378.0;0.0
043013;37408.0;37408.0;0.0
043017;25500.0;25500.0;0.0
043020;108.0;108.0;0.0
043021;392.0;392.0;0.0
043027;404.0;404.0;0.0
043030;616.0;616.0;0.0
043031;977.0;977.0;0.0
043032;2379.0;2379.0;0.0
043034;60594.0;60594.0;0.0
043035;1584.0;1584.0;0.0
043036;19648.0;19648.0;0.0
043037;7155.0;12532.0;5377.0
043038;335.0;335.0;0.0
043043;4524.0;4524.0;0.0
043045;4161.0;4161.0;0.0
043046;917.0;917.0;0.0
043051;29267.0;29267.0;0.0
043053;3140.0;3140.0;0.0
043054;666.0;666.0;0.0
043055;3354.0;3354.0;0.0
043056;4916.0;4916.0;0.0
043057;630.0;630.0;0.0
043059;20646.0;20646.0;0.0
043064;7864.0;35604.0;27740.0
043065;5628.0;5628.0;0.0
043066;4596.0;21696.0;17100.0
043067;24077.0;56435.0;32358.0
043068;686.0;718.0;32.0
043069;658.0;658.0;0.0
043071;955.0;9549.0;8594.0
043074;27652.0;27652.0;0.0
043075;16536.0;16536.0;0.0
043078;567.0;11554.0;10987.0
043079;14238.0;14238.0;0.0
043080;18792.0;19062.0;270.0
043082;3379.0;3379.0;0.0
043083;8572.0;8572.0;0.0
043084;5928.0;5928.0;0.0
043085;7345.0;27724.0;20379.0
043086;18959.0;18959.0;0.0
043087;3914.0;3914.0;0.0
043088;8173.0;8173.0;0.0
043089;2441.0;2441.0;0.0
043091;400.0;400.0;0.0
043092;1113.0;1113.0;0.0
043097;4007.0;4316.0;309.0
043100;859.0;859.0;0.0
043101;5006.0;5006.0;0.0
043102;903.0;903.0;0.0
043107;2100.0;15139.0;13039.0
043108;27322.0;27322.0;0.0
043112;5472.0;5472.0;0.0
043113;35198.0;35198.0;0.0
043114;20664.0;26843.0;6179.0
043118;1519.0;1519.0;0.0
043119;9456.0;23969.0;14513.0
043123;1386.0;1386.0;0.0
043124;1704.0;1704.0;0.0
043137;408.0;408.0;0.0
043138;1218.0;1218.0;0.0
043139;1548.0;21619.0;20071.0
043154;21606.0;21898.0;292.0
043157;3800.0;3800.0;0.0
043166;4704.0;4704.0;0.0
043168;2825.0;2825.0;0.0
043171;350.0;350.0;0.0
043172;9172.0;26425.0;17253.0
043174;483.0;483.0;0.0
043177;5389.0;5389.0;0.0
043178;10034.0;10034.0;0.0
043179;21881.0;21881.0;0.0
043196;1662.0;1662.0;0.0
043200;10480.0;15405.0;4925.0
044017;345.0;19411.0;19066.0
044019;489.0;40097.0;39608.0
044038;859.0;859.0;0.0
044040;4629.0;11931.0;7302.0
044061;561.0;564.0;3.0
044078;12782.0;12782.0;0.0
044083;396.0;396.0;0.0
044087;59832.0;59832.0;0.0
044090;114.0;709.0;595.0
044092;16929.0;16929.0;0.0
044096;16306.0;16306.0;0.0
044100;23776.0;23848.0;72.0
044102;6528.0;7729.0;1201.0
044103;5208.0;5208.0;0.0
044110;3488.0;3488.0;0.0
044128;714.0;714.0;0.0
044130;2384.0;4249.0;1865.0
044133;7172.0;7172.0;0.0
044135;796.0;796.0;0.0
044139;1766.0;1766.0;0.0
044140;272.0;272.0;0.0
044144;4766.0;4766.0;0.0
044165;4756.0;4756.0;0.0
044186;1773.0;7675.0;5902.0
044192;11565.0;11565.0;0.0
044196;8532.0;8532.0;0.0
045001;10968.0;10970.0;2.0
045013;66902.0;71920.0;5018.0
045014;44542.0;51422.0;6880.0
045015;4111.0;16805.0;12694.0
045019;8376.0;14136.0;5760.0
045020;558.0;594.0;36.0
045021;14153.0;35168.0;21015.0
045022;8204.0;8204.0;0.0
045023;5292.0;5292.0;0.0
045027;5388.0;5388.0;0.0
045031;2234.0;2234.0;0.0
045034;653.0;653.0;0.0
045038;547.0;547.0;0.0
045039;7520.0;7624.0;104.0
045040;11132.0;11132.0;0.0
045041;5635.0;5647.0;12.0
045044;14865.0;14865.0;0.0
045045;22537.0;34468.0;11931.0
045046;21760.0;21760.0;0.0
045047;29551.0;29551.0;0.0
045048;15298.0;15298.0;0.0
045054;4167.0;4167.0;0.0
045056;1341.0;1341.0;0.0
045057;15947.0;15947.0;0.0
045058;4916.0;4916.0;0.0
045059;12123.0;12123.0;0.0
045061;7497.0;8732.0;1235.0
045062;200.0;200.0;0.0
045063;9258.0;20490.0;11232.0
045065;38211.0;38211.0;0.0
045066;54776.0;54777.0;1.0
045067;32370.0;32371.0;1.0
045068;22853.0;22853.0;0.0
045069;5263.0;5263.0;0.0
045077;384.0;384.0;0.0
045078;14000.0;14000.0;0.0
045079;5341.0;5341.0;0.0
045080;11920.0;11920.0;0.0
045082;4577.0;4668.0;91.0
045083;3536.0;3536.0;0.0
045084;56086.0;56086.0;0.0
045085;30534.0;30534.0;0.0
045087;24144.0;24144.0;0.0
045089;21522.0;21522.0;0.0
045091;246.0;246.0;0.0
045098;1026.0;1026.0;0.0
045100;13525.0;13525.0;0.0
045101;18070.0;18070.0;0.0
045102;3900.0;3900.0;0.0
045103;2076.0;2076.0;0.0
045105;38395.0;38395.0;0.0
045106;31467.0;31467.0;0.0
045107;22163.0;22163.0;0.0
045108;7545.0;7545.0;0.0
045117;2439.0;2440.0;1.0
045120;28318.0;28318.0;0.0
045121;430.0;430.0;0.0
045123;6087.0;6087.0;0.0
045124;23532.0;23532.0;0.0
045125;49420.0;49420.0;0.0
045126;9512.0;14076.0;4564.0
045127;24936.0;24936.0;0.0
045128;19629.0;19629.0;0.0
045130;7136.0;7136.0;0.0
045136;3627.0;3627.0;0.0
045137;3325.0;3325.0;0.0
045138;2690.0;2690.0;0.0
045139;240.0;240.0;0.0
045140;5310.0;5310.0;0.0
045142;5643.0;5646.0;3.0
045143;1150.0;1150.0;0.0
045144;5280.0;5298.0;18.0
045145;9237.0;9237.0;0.0
045146;21705.0;21705.0;0.0
045147;35575.0;56964.0;21389.0
045148;27262.0;27262.0;0.0
045149;20073.0;20073.0;0.0
045150;10710.0;10710.0;0.0
045151;4321.0;4321.0;0.0
045159;11948.0;11948.0;0.0
045165;16867.0;16867.0;0.0
045166;29250.0;29250.0;0.0
045167;26188.0;49641.0;23453.0
045168;32358.0;32359.0;1.0
045169;30220.0;30220.0;0.0
045170;6749.0;6749.0;0.0
045175;1716.0;1716.0;0.0
045178;8304.0;8304.0;0.0
045182;47401.0;57052.0;9651.0
045183;66513.0;66513.0;0.0
045184;31433.0;31433.0;0.0
045185;27999.0;27999.0;0.0
045186;14420.0;14441.0;21.0
045192;812.0;812.0;0.0
045197;23404.0;23404.0;0.0
045198;57930.0;57930.0;0.0
045199;20726.0;20726.0;0.0
045200;13891.0;13891.0;0.0
045201;9074.0;9074.0;0.0
045213;25520.0;25520.0;0.0
045214;27477.0;27579.0;102.0
045217;1207.0;1207.0;0.0
045218;6204.0;6204.0;0.0
045219;543.0;543.0;0.0
045222;1696.0;1696.0;0.0
045228;314.0;314.0;0.0
045231;5947.0;5947.0;0.0
045232;7062.0;7062.0;0.0
045234;360.0;360.0;0.0
045237;590.0;590.0;0.0
045241;24870.0;24870.0;0.0
045244;598.0;598.0;0.0
045247;5549.0;5565.0;16.0
045250;720.0;720.0;0.0
045258;2994.0;2994.0;0.0
045264;8084.0;8084.0;0.0
